,Order ID,Product,Quantity Ordered,Price Each,Order Date
81,103193,Green Curry,1,12,2018-07-01 13:20:00
82,103194,Pra Ram,1,12,2018-07-01 14:06:00
83,103195,Sticky Rice with Mango,1,6,2018-07-01 14:52:00
84,103195,Pad Gra Prow,1,15,2018-07-01 14:52:00
85,103196,Pad See Ew,1,12,2018-07-01 14:12:00
86,103197,Red Curry,1,12,2018-07-01 14:29:00
87,103198,Pad See Ew,1,12,2018-07-01 14:35:00
88,103199,Yum Nua,1,12,2018-07-01 14:40:00
89,103200,Sriracha Wings,1,10,2018-07-01 14:10:00
90,103201,Green Curry,1,12,2018-07-01 14:40:00
91,103202,Som Tum,1,12,2018-07-01 14:12:00
92,103203,Yum Nua,1,12,2018-07-01 14:00:00
93,103204,Green Curry,2,12,2018-07-01 14:59:00
94,103205,Pumpkin Curry,1,15,2018-07-01 14:05:00
95,103206,Thai Fried Rice,1,12,2018-07-01 14:15:00
96,103207,Green Curry,1,12,2018-07-01 14:12:00
97,103208,Pad Gra Tiem,2,15,2018-07-01 14:13:00
98,103209,Yellow Curry,1,12,2018-07-01 14:47:00
99,103210,Basil Fried Rice,1,12,2018-07-01 14:19:00
100,103211,Yum Woonsen,1,13,2018-07-01 14:02:00
101,103212,Thai Streetfood Noodle,2,12,2018-07-01 14:24:00
102,103213,Thai Beef Noodle Soup,1,12,2018-07-01 14:05:00
103,103214,Green Curry,1,12,2018-07-01 14:13:00
104,103215,Pad Thai,1,12,2018-07-01 14:32:00
105,103216,Thai Streetfood Noodle,1,12,2018-07-01 14:10:00
106,103217,Sticky Rice with Mango,1,6,2018-07-01 14:02:00
107,103217,Green Curry,1,12,2018-07-01 14:02:00
108,103218,Yellow Curry,5,12,2018-07-01 14:47:00
109,103219,Yellow Curry,1,12,2018-07-01 14:31:00
110,103220,Thai Streetfood Noodle,2,12,2018-07-01 14:46:00
111,103221,Red Curry,1,12,2018-07-01 14:17:00
112,103222,Tom Kha Gai,1,12,2018-07-01 14:54:00
113,103223,Sticky Rice with Mango,1,6,2018-07-01 14:49:00
114,103224,Thai Fried Rice,1,12,2018-07-01 14:27:00
115,103225,Pad Thai,1,12,2018-07-01 14:22:00
116,103226,Pad Kee Mao,1,12,2018-07-01 14:35:00
117,103227,Pumpkin Curry,1,15,2018-07-01 14:21:00
118,103228,Won Ton Soup,1,12,2018-07-01 14:12:00
119,103229,Pad Char,1,15,2018-07-01 14:35:00
120,103230,Yellow Curry,1,12,2018-07-01 14:11:00
121,103231,Green Curry,1,12,2018-07-01 15:53:00
122,103232,Thai Beef Noodle Soup,1,12,2018-07-01 15:10:00
123,103233,Larb Gai,1,12,2018-07-01 15:52:00
124,103234,Waterfall Mushroom and Tofu,2,12,2018-07-01 15:49:00
125,103235,Pumpkin Curry,1,15,2018-07-01 15:07:00
126,103236,Sriracha Wings,1,10,2018-07-01 15:05:00
127,103237,Yum Woonsen,1,13,2018-07-01 15:08:00
128,103238,Tom Kha Gai,1,12,2018-07-01 15:24:00
129,103239,Vegan Fresh Rolls,1,10,2018-07-01 15:33:00
130,103240,Yum Nua,1,12,2018-07-01 15:53:00
131,103241,Thai Fried Rice,2,12,2018-07-01 15:51:00
132,103242,Sticky Rice with Mango,1,6,2018-07-01 15:01:00
133,103242,Pad Thai,1,12,2018-07-01 15:01:00
134,103243,Pad Kee Mao,1,12,2018-07-01 15:58:00
135,103244,Pad Ka Nar,2,12,2018-07-01 15:23:00
136,103245,Pra Ram,2,12,2018-07-01 15:19:00
137,103246,Sticky Rice with Mango,1,6,2018-07-01 15:32:00
138,103247,Red Curry,1,12,2018-07-01 15:01:00
139,103248,Sticky Rice with Mango,1,6,2018-07-01 15:09:00
140,103249,Yellow Curry,1,12,2018-07-01 15:31:00
141,103250,MyThai Salad,1,12,2018-07-01 15:47:00
142,103251,Pad Ka Nar,1,12,2018-07-01 15:08:00
143,103252,Pad Char,1,15,2018-07-01 15:01:00
144,103253,Sticky Rice with Mango,1,6,2018-07-01 15:03:00
145,103253,Thai Streetfood Noodle,1,12,2018-07-01 15:03:00
146,103254,Pumpkin Curry,1,15,2018-07-01 15:21:00
147,103255,Yellow Curry,1,12,2018-07-01 15:34:00
148,103256,Green Curry,2,12,2018-07-01 17:55:00
149,103257,Pad Ka Nar,1,12,2018-07-01 17:31:00
150,103258,Green Curry,1,12,2018-07-01 17:24:00
151,103259,Thai Beef Noodle Soup,1,12,2018-07-01 17:41:00
152,103260,Green Curry,1,12,2018-07-01 17:35:00
153,103261,Pad Char,1,15,2018-07-01 17:52:00
154,103262,Thai Fried Rice,1,12,2018-07-01 17:41:00
155,103263,Yellow Curry,1,12,2018-07-01 17:27:00
156,103264,Nam Kao Tod,1,12,2018-07-01 17:27:00
157,103265,Pad Char,1,15,2018-07-01 17:30:00
158,103266,Vegan Fresh Rolls,1,10,2018-07-01 17:02:00
159,103267,Yellow Curry,1,12,2018-07-01 17:55:00
160,103268,Basil Fried Rice,1,12,2018-07-01 17:05:00
161,103269,Waterfall Mushroom and Tofu,1,12,2018-07-01 17:06:00
162,103270,Basil Fried Rice,1,12,2018-07-01 17:02:00
163,103271,Grilled Salmon,1,22,2018-07-01 17:31:00
164,103272,Red Curry,1,12,2018-07-01 17:54:00
165,103273,Basil Fried Rice,1,12,2018-07-01 17:52:00
166,103274,Red Curry,1,12,2018-07-01 17:20:00
167,103275,Pad Thai,1,12,2018-07-01 17:33:00
168,103276,Won Ton Soup,2,12,2018-07-01 17:40:00
169,103277,Pad Ma Keur,1,12,2018-07-01 17:18:00
170,103278,Grilled Salmon,1,22,2018-07-01 17:05:00
171,103279,Green Curry,1,12,2018-07-01 17:00:00
172,103280,Grilled Salmon,1,22,2018-07-01 17:08:00
173,103281,Pad Gra Prow,1,15,2018-07-01 17:42:00
174,103282,Pad See Ew,1,12,2018-07-01 17:22:00
175,103283,Thai Beef Noodle Soup,1,12,2018-07-01 17:44:00
176,103284,Thai Streetfood Noodle,7,12,2018-07-01 17:20:00
177,103285,Pad Thai,1,12,2018-07-01 17:04:00
178,103286,Red Curry,1,12,2018-07-01 17:29:00
179,103287,Won Ton Soup,1,12,2018-07-01 17:20:00
180,103288,Red Curry,1,12,2018-07-01 17:09:00
181,103289,Won Ton Soup,1,12,2018-07-01 17:40:00
182,103290,Red Curry,1,12,2018-07-01 17:27:00
183,103291,Basil Fried Rice,1,12,2018-07-01 17:25:00
184,103292,Grilled Salmon,1,22,2018-07-01 17:55:00
185,103293,Pad Ma Keur,1,12,2018-07-01 18:26:00
186,103294,Chicken Satay,1,10,2018-07-01 18:49:00
187,103295,Tom Yum Gai,2,12,2018-07-01 18:05:00
188,103296,Thai Streetfood Noodle,1,12,2018-07-01 18:51:00
189,103297,Pad Pak,1,12,2018-07-01 18:48:00
190,103298,Sticky Rice with Mango,1,6,2018-07-01 18:47:00
191,103299,Yum Nua,1,12,2018-07-01 18:52:00
192,103300,Grilled Salmon,1,22,2018-07-01 18:16:00
193,103301,Pad Gra Prow,1,15,2018-07-01 18:41:00
194,103302,Basil Fried Rice,1,12,2018-07-01 18:42:00
195,103303,Green Curry,1,12,2018-07-01 18:12:00
196,103304,Thai Streetfood Noodle,1,12,2018-07-01 18:59:00
197,103305,Pad Pak,1,12,2018-07-01 18:21:00
198,103306,Thai Streetfood Noodle,2,12,2018-07-01 18:19:00
199,103307,Vegan Fresh Rolls,2,10,2018-07-01 18:38:00
200,103308,Sticky Rice with Mango,1,6,2018-07-01 18:48:00
201,103309,Grilled Salmon,1,22,2018-07-01 18:38:00
202,103310,Sticky Rice with Mango,1,6,2018-07-01 18:05:00
203,103310,Pad See Ew,1,12,2018-07-01 18:05:00
204,103311,Red Curry,1,12,2018-07-01 18:34:00
205,103312,Sticky Rice with Mango,1,6,2018-07-01 18:13:00
206,103313,Tom Yum Goong,1,15,2018-07-01 18:20:00
207,103314,Won Ton Soup,1,12,2018-07-01 18:44:00
208,103315,Som Tum,1,12,2018-07-01 18:16:00
209,103316,Yellow Curry,1,12,2018-07-01 18:05:00
210,103317,Grilled Salmon,1,22,2018-07-01 18:02:00
211,103318,Pad See Ew,1,12,2018-07-01 18:03:00
212,103319,Thai Beef Noodle Soup,1,12,2018-07-01 18:21:00
213,103320,Red Curry,1,12,2018-07-01 18:22:00
214,103321,Thai Fried Rice,1,12,2018-07-01 18:48:00
215,103322,Vegan Fresh Rolls,1,10,2018-07-01 18:03:00
216,103323,Pad Char,1,15,2018-07-01 18:11:00
217,103324,Pad Char,1,15,2018-07-01 18:41:00
218,103325,Thai Streetfood Noodle,1,12,2018-07-01 18:58:00
219,103326,Pad Gra Tiem,1,15,2018-07-01 18:08:00
220,103327,Green Curry,1,12,2018-07-01 19:41:00
221,103328,Red Curry,1,12,2018-07-01 19:52:00
222,103329,Pad Ma Keur,1,12,2018-07-01 19:03:00
223,103330,Pad See Ew,1,12,2018-07-01 19:52:00
224,103331,Nam Kao Tod,1,12,2018-07-01 19:15:00
225,103332,Tom Kha Gai,1,12,2018-07-01 19:45:00
226,103333,Tom Yum Gai,4,12,2018-07-01 19:37:00
227,103334,Green Curry,2,12,2018-07-01 19:46:00
228,103335,Yellow Curry,1,12,2018-07-01 19:47:00
229,103336,Sticky Rice with Mango,1,6,2018-07-01 19:29:00
230,103336,Thai Beef Noodle Soup,1,12,2018-07-01 19:29:00
231,103337,Sticky Rice with Mango,1,6,2018-07-01 19:39:00
232,103337,Pad Thai,1,12,2018-07-01 19:39:00
233,103338,Red Curry,1,12,2018-07-01 19:24:00
234,103339,Pra Ram,1,12,2018-07-01 19:07:00
235,103340,Basil Fried Rice,1,12,2018-07-01 19:24:00
236,103341,Vegan Fresh Rolls,1,10,2018-07-01 19:14:00
237,103342,Larb Gai,1,12,2018-07-01 19:43:00
238,103343,Pad Char,1,15,2018-07-01 19:57:00
239,103344,Pad Thai,1,12,2018-07-01 19:16:00
240,103345,Chicken Satay,1,10,2018-07-01 19:33:00
241,103346,Pad Kee Mao,1,12,2018-07-01 19:59:00
242,103347,Red Curry,1,12,2018-07-01 19:58:00
243,103348,Pad Gra Prow,1,15,2018-07-01 19:42:00
244,103349,Pad Gra Prow,2,15,2018-07-01 19:01:00
245,103350,Thai Fried Rice,1,12,2018-07-01 19:24:00
246,103351,Pad Gra Prow,1,15,2018-07-01 19:05:00
247,103352,Sticky Rice with Mango,1,6,2018-07-01 19:06:00
248,103353,Sticky Rice with Mango,1,6,2018-07-01 19:34:00
249,103353,Green Curry,1,12,2018-07-01 19:34:00
250,103354,Pad Gra Tiem,1,15,2018-07-01 19:00:00
251,103355,Pad Thai,1,12,2018-07-01 19:03:00
252,103356,Pumpkin Curry,1,15,2018-07-01 19:58:00
253,103357,Thai Fried Rice,1,12,2018-07-01 19:42:00
254,103358,Pad Thai,1,12,2018-07-01 20:01:00
255,103359,Pad Thai,1,12,2018-07-01 20:41:00
256,103360,Pad Ma Keur,1,12,2018-07-01 20:41:00
257,103361,Green Curry,1,12,2018-07-01 20:07:00
258,103362,Pad Ka Nar,2,12,2018-07-01 20:36:00
259,103363,Yum Woonsen,1,13,2018-07-01 20:05:00
260,103364,Yum Nua,2,12,2018-07-01 20:19:00
261,103365,Pad Gra Prow,1,15,2018-07-01 20:08:00
262,103366,Green Curry,1,12,2018-07-01 20:14:00
263,103367,Red Curry,1,12,2018-07-01 20:14:00
264,103368,Nam Kao Tod,2,12,2018-07-01 20:07:00
265,103369,Thai Streetfood Noodle,1,12,2018-07-01 20:50:00
266,103370,MyThai Salad,1,12,2018-07-01 20:28:00
267,103371,Won Ton Soup,1,12,2018-07-01 20:51:00
268,103372,Yellow Curry,2,12,2018-07-01 20:03:00
269,103373,Pad See Ew,1,12,2018-07-01 20:52:00
270,103374,Red Curry,1,12,2018-07-01 20:07:00
271,103375,Thai Streetfood Noodle,1,12,2018-07-01 20:10:00
272,103376,Vegan Fresh Rolls,1,10,2018-07-01 20:20:00
273,103377,Thai Beef Noodle Soup,1,12,2018-07-01 20:05:00
274,103378,Thai Beef Noodle Soup,1,12,2018-07-01 20:31:00
275,103379,MyThai Salad,1,12,2018-07-01 20:42:00
276,103380,Thai Beef Noodle Soup,1,12,2018-07-01 20:00:00
277,103381,Pad Gra Prow,1,15,2018-07-01 20:14:00
278,103382,Thai Streetfood Noodle,1,12,2018-07-01 20:02:00
279,103383,Green Curry,1,12,2018-07-01 20:22:00
280,103384,Red Curry,1,12,2018-07-01 20:55:00
281,103385,Waterfall Mushroom and Tofu,1,12,2018-07-01 20:50:00
282,103386,Nam Kao Tod,1,12,2018-07-03 11:43:00
283,103387,Pad Prig Khing,1,12,2018-07-03 11:39:00
284,103388,Thai Fried Rice,1,12,2018-07-03 11:29:00
285,103389,Pad Gra Prow,2,15,2018-07-03 11:33:00
286,103390,Pad Char,1,15,2018-07-03 11:38:00
287,103391,Som Tum,1,12,2018-07-03 11:01:00
288,103392,Green Curry,1,12,2018-07-03 11:01:00
289,103393,Pad Gra Prow,2,15,2018-07-03 11:29:00
290,103394,Basil Fried Rice,2,12,2018-07-03 11:48:00
291,103395,Pad See Ew,2,12,2018-07-03 11:51:00
292,103396,Pad Gra Tiem,1,15,2018-07-03 11:02:00
293,103397,Pad Pak,1,12,2018-07-03 11:00:00
294,103398,Pad See Ew,1,12,2018-07-03 11:24:00
295,103399,Pad Ma Keur,1,12,2018-07-03 11:05:00
296,103400,Sticky Rice with Mango,1,6,2018-07-03 11:54:00
297,103400,Thai Beef Noodle Soup,1,12,2018-07-03 11:54:00
298,103401,Yum Woonsen,1,13,2018-07-03 11:27:00
299,103402,Vegan Fresh Rolls,1,10,2018-07-03 11:09:00
300,103403,Tom Yum Goong,1,15,2018-07-03 11:33:00
301,103404,Pad Gra Prow,1,15,2018-07-03 11:02:00
302,103405,Yellow Curry,1,12,2018-07-03 12:40:00
303,103406,Thai Fried Rice,1,12,2018-07-03 12:28:00
304,103407,Thai Beef Noodle Soup,1,12,2018-07-03 12:28:00
305,103408,Thai Streetfood Noodle,9,12,2018-07-03 12:37:00
306,103409,Pad Kee Mao,1,12,2018-07-03 12:45:00
307,103410,Grilled Salmon,1,22,2018-07-03 12:28:00
308,103411,Green Curry,1,12,2018-07-03 12:30:00
309,103412,Yellow Curry,1,12,2018-07-03 12:45:00
310,103413,Green Curry,1,12,2018-07-03 12:21:00
311,103414,MyThai Salad,1,12,2018-07-03 12:50:00
312,103415,Yum Nua,1,12,2018-07-03 12:38:00
313,103416,Sticky Rice with Mango,1,6,2018-07-03 12:18:00
314,103416,Pad See Ew,1,12,2018-07-03 12:18:00
315,103417,Larb Gai,1,12,2018-07-03 12:23:00
316,103418,Tom Kha Gai,1,12,2018-07-03 12:58:00
317,103419,Pra Ram,2,12,2018-07-03 12:24:00
318,103420,Thai Fried Rice,1,12,2018-07-03 12:15:00
319,103421,Green Curry,4,12,2018-07-03 12:06:00
320,103422,Larb Gai,1,12,2018-07-03 12:33:00
321,103423,Vegan Fresh Rolls,1,10,2018-07-03 12:30:00
322,103424,Basil Fried Rice,1,12,2018-07-03 12:01:00
323,103425,Yellow Curry,1,12,2018-07-03 12:21:00
324,103426,Sticky Rice with Mango,1,6,2018-07-03 12:00:00
325,103426,Grilled Salmon,1,22,2018-07-03 12:00:00
326,103427,Tom Kha Gai,1,12,2018-07-03 12:03:00
327,103428,Sriracha Wings,1,10,2018-07-03 12:02:00
328,103429,Waterfall Mushroom and Tofu,1,12,2018-07-03 12:14:00
329,103430,Red Curry,1,12,2018-07-03 12:01:00
330,103431,Won Ton Soup,1,12,2018-07-03 12:01:00
331,103432,Yum Woonsen,1,13,2018-07-03 12:16:00
332,103433,Grilled Salmon,1,22,2018-07-03 12:32:00
333,103434,Sriracha Wings,1,10,2018-07-03 12:50:00
334,103435,Won Ton Soup,1,12,2018-07-03 12:07:00
335,103436,Pad Thai,1,12,2018-07-03 12:14:00
336,103437,Pad Ma Keur,1,12,2018-07-03 13:05:00
337,103438,Sriracha Wings,1,10,2018-07-03 13:45:00
338,103439,Pad Kee Mao,1,12,2018-07-03 13:12:00
339,103440,Thai Streetfood Noodle,1,12,2018-07-03 13:19:00
340,103441,Pad Thai,1,12,2018-07-03 13:06:00
341,103442,Tom Yum Gai,1,12,2018-07-03 13:24:00
342,103443,Red Curry,1,12,2018-07-03 13:25:00
343,103444,Won Ton Soup,1,12,2018-07-03 13:40:00
344,103445,Yellow Curry,2,12,2018-07-03 13:50:00
345,103446,Sticky Rice with Mango,1,6,2018-07-03 13:31:00
346,103447,Sriracha Wings,1,10,2018-07-03 13:53:00
347,103448,Grilled Salmon,1,22,2018-07-03 13:44:00
348,103449,Pad Thai,1,12,2018-07-03 13:05:00
349,103450,Grilled Salmon,1,22,2018-07-03 13:42:00
350,103451,Yellow Curry,1,12,2018-07-03 13:04:00
351,103452,Pad Char,1,15,2018-07-03 13:03:00
352,103453,Pumpkin Curry,1,15,2018-07-03 13:59:00
353,103454,Basil Fried Rice,1,12,2018-07-03 13:49:00
354,103455,Pad Char,1,15,2018-07-03 13:46:00
355,103456,MyThai Salad,1,12,2018-07-03 13:51:00
356,103457,Sticky Rice with Mango,1,6,2018-07-03 13:04:00
357,103457,Tom Yum Gai,1,12,2018-07-03 13:04:00
358,103458,Thai Streetfood Noodle,1,12,2018-07-03 13:51:00
359,103459,Yellow Curry,1,12,2018-07-03 13:01:00
360,103460,Pad Gra Tiem,1,15,2018-07-03 13:52:00
361,103461,Grilled Salmon,1,22,2018-07-03 13:31:00
362,103462,MyThai Salad,1,12,2018-07-03 13:54:00
363,103463,Som Tum,1,12,2018-07-03 13:31:00
364,103464,Tom Kha Gai,1,12,2018-07-03 13:10:00
365,103465,Green Curry,1,12,2018-07-03 13:21:00
366,103466,Grilled Salmon,1,22,2018-07-03 13:36:00
367,103467,Pad Thai,1,12,2018-07-03 14:51:00
368,103468,Pad Gra Tiem,1,15,2018-07-03 14:00:00
369,103469,Grilled Salmon,1,22,2018-07-03 14:50:00
370,103470,Pad Ma Keur,1,12,2018-07-03 14:53:00
371,103471,Grilled Salmon,1,22,2018-07-03 14:05:00
372,103472,MyThai Salad,1,12,2018-07-03 14:12:00
373,103473,Pad Thai,1,12,2018-07-03 14:13:00
374,103474,Yellow Curry,1,12,2018-07-03 14:15:00
375,103475,Pad Ma Keur,1,12,2018-07-03 14:49:00
376,103476,Grilled Salmon,1,22,2018-07-03 14:34:00
377,103477,Sticky Rice with Mango,1,6,2018-07-03 14:20:00
378,103477,Yellow Curry,1,12,2018-07-03 14:20:00
379,103478,Thai Beef Noodle Soup,1,12,2018-07-03 14:54:00
380,103479,Basil Fried Rice,1,12,2018-07-03 14:42:00
381,103480,Yellow Curry,1,12,2018-07-03 14:07:00
382,103481,Pad See Ew,1,12,2018-07-03 14:41:00
383,103482,Som Tum,1,12,2018-07-03 14:16:00
384,103483,Tom Yum Goong,1,15,2018-07-03 14:33:00
385,103484,Thai Streetfood Noodle,1,12,2018-07-03 14:34:00
386,103485,Pad See Ew,1,12,2018-07-03 14:28:00
387,103486,Pad Ka Nar,2,12,2018-07-03 14:02:00
388,103487,Sticky Rice with Mango,1,6,2018-07-03 14:29:00
389,103487,Grilled Salmon,1,22,2018-07-03 14:29:00
390,103488,Red Curry,3,12,2018-07-03 14:30:00
391,103489,Vegan Fresh Rolls,1,10,2018-07-03 14:37:00
392,103490,Red Curry,1,12,2018-07-03 14:58:00
393,103491,Tom Kha Gai,1,12,2018-07-03 14:11:00
394,103492,Thai Streetfood Noodle,1,12,2018-07-03 14:23:00
395,103493,Tom Yum Goong,1,15,2018-07-03 17:06:00
396,103494,Pad Prig Khing,1,12,2018-07-03 17:08:00
397,103495,Won Ton Soup,1,12,2018-07-03 17:58:00
398,103496,Yum Woonsen,1,13,2018-07-03 17:14:00
399,103497,Sticky Rice with Mango,1,6,2018-07-03 17:49:00
400,103498,Green Curry,1,12,2018-07-03 17:33:00
401,103499,Sticky Rice with Mango,1,6,2018-07-03 17:54:00
402,103499,Pra Ram,1,12,2018-07-03 17:54:00
403,103500,Grilled Salmon,1,22,2018-07-03 17:52:00
404,103501,Thai Beef Noodle Soup,2,12,2018-07-03 17:17:00
405,103502,Thai Streetfood Noodle,2,12,2018-07-03 17:32:00
406,103503,Yellow Curry,1,12,2018-07-03 17:07:00
407,103504,Vegan Fresh Rolls,1,10,2018-07-03 17:45:00
408,103505,Basil Fried Rice,1,12,2018-07-03 17:22:00
409,103506,Pad Gra Tiem,1,15,2018-07-03 17:42:00
410,103507,Red Curry,1,12,2018-07-03 17:19:00
411,103508,Yellow Curry,1,12,2018-07-03 17:52:00
412,103509,Pad Char,1,15,2018-07-03 17:58:00
413,103510,Green Curry,1,12,2018-07-03 17:20:00
414,103511,Pad See Ew,1,12,2018-07-03 17:07:00
415,103512,MyThai Salad,1,12,2018-07-03 17:52:00
416,103513,MyThai Salad,1,12,2018-07-03 17:04:00
417,103514,Pad Thai,2,12,2018-07-03 17:30:00
418,103515,Pad Gra Tiem,1,15,2018-07-03 17:58:00
419,103516,Pad Kee Mao,1,12,2018-07-03 17:10:00
420,103517,Green Curry,1,12,2018-07-03 18:55:00
421,103518,Thai Beef Noodle Soup,1,12,2018-07-03 18:56:00
422,103519,Grilled Salmon,1,22,2018-07-03 18:20:00
423,103520,Vegan Fresh Rolls,1,10,2018-07-03 18:21:00
424,103521,Sticky Rice with Mango,1,6,2018-07-03 18:46:00
425,103521,Pad Gra Tiem,1,15,2018-07-03 18:46:00
426,103522,Yellow Curry,1,12,2018-07-03 18:21:00
427,103523,Pad Prig Khing,1,12,2018-07-03 18:51:00
428,103524,Tom Yum Goong,1,15,2018-07-03 18:53:00
429,103525,Red Curry,1,12,2018-07-03 18:51:00
430,103526,Sticky Rice with Mango,2,6,2018-07-03 18:24:00
431,103527,Won Ton Soup,1,12,2018-07-03 18:03:00
432,103528,Pad Kee Mao,2,12,2018-07-03 18:16:00
433,103529,Pad Gra Prow,1,15,2018-07-03 18:21:00
434,103530,Pad Char,1,15,2018-07-03 18:04:00
435,103531,Grilled Salmon,1,22,2018-07-03 18:51:00
436,103532,Pumpkin Curry,1,15,2018-07-03 18:22:00
437,103533,Sriracha Wings,1,10,2018-07-03 18:36:00
438,103534,Pad Thai,1,12,2018-07-03 18:03:00
439,103535,Yum Nua,1,12,2018-07-03 18:10:00
440,103536,Sriracha Wings,1,10,2018-07-03 18:30:00
441,103537,Tom Yum Goong,1,15,2018-07-03 18:37:00
442,103538,Red Curry,1,12,2018-07-03 18:05:00
443,103539,Pumpkin Curry,1,15,2018-07-03 19:19:00
444,103540,Yellow Curry,1,12,2018-07-03 19:58:00
445,103541,Grilled Salmon,2,22,2018-07-03 19:26:00
446,103542,Won Ton Soup,1,12,2018-07-03 19:54:00
