Order ID,Item,Quantity Ordered,Price Each,Order Date,Test Type
3966,Pad Ma Keur,1,15,2020-01-01 13:19:00,A
3967,Sticky Rice with Mango,1,6.5,2020-01-01 13:01:00,B
3968,Thai Beef Noodle Soup,1,13,2020-01-01 13:36:00,B
3969,Pad Ka Nar,2,15,2020-01-01 14:23:00,A
3970,Samosa,2,10,2020-01-01 14:15:00,A
3971,Tom Yum Gai,1,12,2020-01-01 14:26:00,B
3972,MyThai Salad,1,13,2020-01-01 14:15:00,B
3973,Thai Fried Rice,1,13,2020-01-01 14:15:00,B
3974,Pra Ram,1,15,2020-01-01 14:00:00,A
3975,Pad Thai,1,13,2020-01-01 14:41:00,A
3976,Won Ton Soup,2,12,2020-01-01 14:11:00,A
3977,Vegan Fresh Rolls,1,10,2020-01-01 14:36:00,A
3978,Pad Khing,2,15,2020-01-01 14:40:00,B
3979,Green Curry,1,14,2020-01-01 14:11:00,A
3980,Tom Yum Goong,4,16,2020-01-01 14:23:00,B
3981,Basil Fried Rice,3,13,2020-01-01 14:00:00,A
3982,Bar-B-Q Chicken,2,20,2020-01-01 14:58:00,A
3983,Yellow Curry,2,14,2020-01-01 14:33:00,A
3984,Green Curry,2,14,2020-01-01 14:23:00,B
3985,Red Curry,1,14,2020-01-01 14:16:00,B
3986,Green Curry,5,14,2020-01-01 14:30:00,A
3987,Green Curry,1,14,2020-01-01 14:37:00,B
3988,Basil Fried Rice,1,13,2020-01-01 14:10:00,B
3989,Green Curry,2,14,2020-01-01 14:01:00,B
3990,Sticky Rice with Mango,1,6.5,2020-01-01 14:10:00,B
3991,Sriracha Wings,2,11,2020-01-01 14:24:00,A
3991,Sticky Rice with Mango,1,6.5,2020-01-01 14:24:00,A
3992,Pad Hi Ma Parn,1,15,2020-01-01 14:12:00,B
3993,Sticky Rice with Mango,2,6.5,2020-01-01 14:29:00,A
3994,Sticky Rice with Mango,1,6.5,2020-01-01 14:53:00,B
3994,Larb Gai,1,12,2020-01-01 14:53:00,B
3995,Won Ton Soup,2,12,2020-01-01 14:12:00,B
3996,Red Curry,2,14,2020-01-01 17:18:00,A
3997,Shrimp Rolls,1,12,2020-01-01 17:45:00,A
3997,Sticky Rice with Mango,1,6.5,2020-01-01 17:45:00,A
3998,Won Ton Soup,1,12,2020-01-01 17:02:00,A
3999,Tom Kha Gai,1,13,2020-01-01 17:18:00,B
4000,Sticky Rice with Mango,1,6.5,2020-01-01 17:30:00,B
4000,Won Ton Soup,1,12,2020-01-01 17:30:00,B
4001,Tom Yum Goong,1,16,2020-01-01 17:45:00,A
4002,Chicken Satay,3,11,2020-01-01 17:45:00,A
4002,Sriracha Wings,3,11,2020-01-01 17:45:00,A
4003,Yellow Curry,1,14,2020-01-01 17:14:00,B
4004,Won Ton Soup,2,12,2020-01-01 17:57:00,B
4005,Sticky Rice with Mango,2,6.5,2020-01-01 17:35:00,A
4006,Sticky Rice with Mango,1,6.5,2020-01-01 17:29:00,A
4007,Pad Thai,1,13,2020-01-01 17:09:00,A
4008,Thai Fried Rice,1,13,2020-01-01 17:01:00,A
4009,Pad See Ew,2,13,2020-01-01 17:55:00,A
4010,Shrimp Rolls,2,12,2020-01-01 17:13:00,A
4010,Pad Ka Nar,2,15,2020-01-01 17:13:00,A
4011,Thai Fried Rice,1,13,2020-01-01 17:11:00,B
4012,Thai Fried Rice,1,13,2020-01-01 17:40:00,B
4013,Grilled Salmon,2,22,2020-01-01 17:04:00,B
4014,Chicken Satay,1,11,2020-01-01 17:29:00,B
4015,Pumpkin Curry,1,16,2020-01-01 17:15:00,B
4016,Egg Rolls,3,10,2020-01-01 18:22:00,B
4017,Pad Hi Ma Parn,1,15,2020-01-01 18:21:00,B
4018,Som Tum,3,11,2020-01-01 18:21:00,A
4019,Egg Rolls,1,10,2020-01-01 18:59:00,A
4020,Sriracha Wings,1,11,2020-01-01 18:33:00,A
4021,Pad Ka Nar,1,15,2020-01-01 18:55:00,B
4022,Yellow Curry,1,14,2020-01-01 18:54:00,B
4023,Thai Beef Noodle Soup,1,13,2020-01-01 18:26:00,B
4024,Thai Streetfood Noodle,1,13,2020-01-01 18:41:00,B
4025,Green Curry,1,14,2020-01-01 18:58:00,A
4026,Som Tum,1,11,2020-01-01 18:21:00,B
4027,Shrimp Rolls,1,12,2020-01-01 18:30:00,A
4027,Sticky Rice with Mango,1,6.5,2020-01-01 18:30:00,A
4028,Grilled Thai Steak,1,20,2020-01-01 18:16:00,B
4029,Tom Yum Gai,1,12,2020-01-01 18:44:00,A
4030,Thai Streetfood Noodle,1,13,2020-01-01 18:27:00,A
4031,Tom Kha Gai,1,13,2020-01-01 18:34:00,B
4032,Pad Thai,1,13,2020-01-01 18:15:00,A
4033,Basil Fried Rice,1,13,2020-01-01 18:19:00,A
4034,Pad Thai,2,13,2020-01-01 18:47:00,A
4035,Larb Gai,2,12,2020-01-01 18:44:00,B
4036,Bar-B-Q Chicken,1,20,2020-01-01 18:34:00,A
4037,Pad Thai,1,13,2020-01-01 18:01:00,A
4038,Pad Prig Khing,1,15,2020-01-01 18:49:00,B
4039,Tom Kha Gai,1,13,2020-01-01 18:35:00,A
4040,Pra Ram,1,15,2020-01-01 19:30:00,B
4041,Thai Beef Noodle Soup,1,13,2020-01-01 19:40:00,B
4042,Vegan Fresh Rolls,1,10,2020-01-01 19:28:00,B
4043,Yum Nua,1,12,2020-01-01 19:44:00,B
4044,Won Ton Soup,1,12,2020-01-01 19:11:00,A
4045,Pad See Ew,4,13,2020-01-01 19:43:00,A
4046,Won Ton Soup,1,12,2020-01-01 19:44:00,A
4047,Pad See Ew,1,13,2020-01-01 19:57:00,B
4048,Egg Rolls,1,10,2020-01-01 19:37:00,B
4049,Thai Fried Rice,1,13,2020-01-01 19:20:00,B
4050,Yellow Curry,3,14,2020-01-01 19:24:00,A
4051,Basil Fried Rice,1,13,2020-01-01 19:49:00,A
4052,Shrimp Rolls,1,12,2020-01-01 19:49:00,B
4053,Yum Woonsen,1,13,2020-01-01 19:20:00,B
4054,Pad Hi Ma Parn,2,15,2020-01-01 19:49:00,A
4055,Pad Thai,1,13,2020-01-01 19:53:00,B
4056,Pad Thai,3,13,2020-01-01 19:46:00,B
4057,Tom Kha Gai,1,13,2020-01-01 19:26:00,A
4058,Won Ton Soup,2,12,2020-01-01 19:53:00,A
4059,Pad Pak,2,15,2020-01-01 19:05:00,B
4060,Basil Fried Rice,2,13,2020-01-01 19:18:00,B
4061,MyThai Salad,2,13,2020-01-01 19:36:00,B
4062,Pad Thai,1,13,2020-01-01 19:04:00,B
4063,Green Curry,1,14,2020-01-01 19:51:00,B
4064,Won Ton Soup,1,12,2020-01-01 19:36:00,B
4065,Pad See Ew,2,13,2020-01-01 19:30:00,B
4066,Pad Hi Ma Parn,1,15,2020-01-01 19:42:00,A
4067,Pad Khing,1,15,2020-01-01 19:33:00,B
4068,Yellow Curry,1,14,2020-01-01 19:11:00,B
4069,Thai Beef Noodle Soup,1,13,2020-01-01 19:07:00,B
4070,Grilled Salmon,2,22,2020-01-01 19:14:00,A
4071,Pad Thai,1,13,2020-01-01 19:07:00,B
4072,Tom Kha Gai,2,13,2020-01-01 19:59:00,B
4073,Bar-B-Q Chicken,1,20,2020-01-01 20:43:00,B
4074,Thai Beef Noodle Soup,2,13,2020-01-01 20:41:00,B
4075,Yellow Curry,1,14,2020-01-01 20:46:00,A
4076,Yellow Curry,1,14,2020-01-01 20:43:00,A
4077,Red Curry,4,14,2020-01-01 20:59:00,A
4078,MyThai Salad,2,13,2020-01-01 20:41:00,B
4079,Pad Thai,2,13,2020-01-01 20:44:00,A
4080,Thai Streetfood Noodle,1,13,2020-01-01 20:06:00,A
4081,Grilled Salmon,2,22,2020-01-01 20:01:00,B
4082,Pad See Ew,1,13,2020-01-01 20:44:00,A
4083,Nam Kao Tod,1,13,2020-01-01 20:57:00,B
4084,Egg Rolls,1,10,2020-01-01 20:28:00,A
4085,Thai Streetfood Noodle,2,13,2020-01-01 20:28:00,B
4086,Pumpkin Curry,2,16,2020-01-01 20:31:00,B
4087,Won Ton Soup,2,12,2020-01-01 20:25:00,B
4088,Pad Hi Ma Parn,1,15,2020-01-01 20:21:00,B
4089,Won Ton Soup,1,12,2020-01-01 20:26:00,B
4090,Thai Streetfood Noodle,1,13,2020-01-01 20:10:00,A
4091,Won Ton Soup,1,12,2020-01-01 20:56:00,A
4092,Pad Thai,1,13,2020-01-01 20:08:00,B
4093,Pad Thai,1,13,2020-01-01 20:46:00,B
4094,Red Curry,3,14,2020-01-01 20:09:00,B
4095,Yum Woonsen,2,13,2020-01-01 20:26:00,A
4096,Pad Ka Nar,1,15,2020-01-01 20:20:00,B
4097,Basil Fried Rice,1,13,2020-01-01 20:46:00,B
4098,Pad Ma Keur,1,15,2020-01-01 20:17:00,B
4099,Thai Streetfood Noodle,1,13,2020-01-02 11:32:00,A
4100,Yellow Curry,2,14,2020-01-02 11:36:00,A
4101,Thai Beef Noodle Soup,1,13,2020-01-02 11:04:00,B
4102,Pad See Ew,1,13,2020-01-02 11:59:00,B
4103,Som Tum,1,11,2020-01-02 11:59:00,B
4104,Sticky Rice with Mango,1,6.5,2020-01-02 11:18:00,B
4104,Sticky Rice with Mango,1,6.5,2020-01-02 11:18:00,B
4105,Sticky Rice with Mango,1,6.5,2020-01-02 11:30:00,A
4106,Tom Kha Gai,1,13,2020-01-02 11:03:00,B
4107,Red Curry,2,14,2020-01-02 11:44:00,B
4108,Tom Kha Gai,2,13,2020-01-02 11:15:00,A
4109,Pad Ka Nar,1,15,2020-01-02 11:58:00,B
4110,Tom Kha Gai,1,13,2020-01-02 11:25:00,B
4111,Yum Nua,1,12,2020-01-02 11:18:00,B
4112,Grilled Salmon,1,22,2020-01-02 11:39:00,A
4113,Sticky Rice with Mango,1,6.5,2020-01-02 11:39:00,B
4114,Pad Thai,1,13,2020-01-02 11:29:00,A
4115,Tom Yum Gai,2,12,2020-01-02 11:14:00,B
4116,Bar-B-Q Chicken,1,20,2020-01-02 11:15:00,A
4117,Grilled Salmon,4,22,2020-01-02 11:07:00,B
4118,Won Ton Soup,2,12,2020-01-02 11:57:00,B
4119,Basil Fried Rice,1,13,2020-01-02 11:01:00,A
4120,Sticky Rice with Mango,1,6.5,2020-01-02 11:27:00,B
4120,Tom Yum Goong,1,16,2020-01-02 11:27:00,B
4121,Won Ton Soup,2,12,2020-01-02 11:58:00,A
4122,Sticky Rice with Mango,1,6.5,2020-01-02 11:30:00,A
4122,Grilled Thai Steak,1,20,2020-01-02 11:30:00,A
4123,Red Curry,2,14,2020-01-02 11:00:00,B
4124,Thai Fried Rice,1,13,2020-01-02 12:16:00,A
4125,Pumpkin Curry,1,16,2020-01-02 12:35:00,B
4126,Pad Prig Khing,1,15,2020-01-02 12:01:00,B
4127,Sticky Rice with Mango,1,6.5,2020-01-02 12:27:00,A
4127,Tom Kha Gai,1,13,2020-01-02 12:27:00,A
4128,Red Curry,3,14,2020-01-02 12:33:00,A
4129,Sticky Rice with Mango,2,6.5,2020-01-02 12:26:00,A
4130,Pumpkin Curry,1,16,2020-01-02 12:37:00,A
4131,Green Curry,2,14,2020-01-02 12:38:00,B
4132,Thai Fried Rice,1,13,2020-01-02 12:46:00,A
4133,Yum Woonsen,2,13,2020-01-02 12:17:00,B
4134,Pad See Ew,1,13,2020-01-02 12:59:00,A
4135,Basil Fried Rice,1,13,2020-01-02 12:35:00,A
4136,Tom Kha Gai,2,13,2020-01-02 12:50:00,B
4137,Thai Streetfood Noodle,1,13,2020-01-02 12:36:00,A
4138,Red Curry,1,14,2020-01-02 12:36:00,A
4139,Som Tum,1,11,2020-01-02 12:36:00,B
4140,Sticky Rice with Mango,1,6.5,2020-01-02 12:53:00,A
4140,Red Curry,1,14,2020-01-02 12:53:00,A
4141,Pad Kee Mao,2,13,2020-01-02 12:37:00,B
4142,MyThai Salad,1,13,2020-01-02 12:19:00,A
4143,Pad Hi Ma Parn,1,15,2020-01-02 12:07:00,B
4144,Sticky Rice with Mango,1,6.5,2020-01-02 13:45:00,A
4145,Pad See Ew,4,13,2020-01-02 13:05:00,A
4146,Sticky Rice with Mango,1,6.5,2020-01-02 13:34:00,B
4147,Pumpkin Curry,1,16,2020-01-02 13:43:00,A
4148,Pad Hi Ma Parn,2,15,2020-01-02 13:52:00,A
4149,Grilled Thai Steak,2,20,2020-01-02 13:27:00,A
4150,Yellow Curry,1,14,2020-01-02 13:52:00,A
4151,Larb Gai,1,12,2020-01-02 13:19:00,A
4152,Vegan Fresh Rolls,1,10,2020-01-02 13:58:00,B
4152,Sticky Rice with Mango,1,6.5,2020-01-02 13:58:00,B
4153,Won Ton Soup,2,12,2020-01-02 13:05:00,B
4154,MyThai Salad,3,13,2020-01-02 13:23:00,A
4155,Thai Beef Noodle Soup,1,13,2020-01-02 13:44:00,B
4156,Grilled Salmon,1,22,2020-01-02 13:58:00,A
4157,Red Curry,1,14,2020-01-02 13:05:00,B
4158,MyThai Salad,1,13,2020-01-02 13:44:00,A
4159,Pad See Ew,1,13,2020-01-02 13:29:00,A
4160,Sticky Rice with Mango,1,6.5,2020-01-02 13:42:00,B
4160,Pad Khing,1,15,2020-01-02 13:42:00,B
4161,Pad Khing,1,15,2020-01-02 13:06:00,B
4162,Pad Thai,2,13,2020-01-02 13:04:00,B
4163,Pra Ram,2,15,2020-01-02 13:41:00,A
4164,Pad Thai,2,13,2020-01-02 13:12:00,B
4165,Red Curry,1,14,2020-01-02 13:42:00,B
4166,Tom Kha Gai,1,13,2020-01-02 13:12:00,A
4167,Pad Prig Khing,1,15,2020-01-02 13:57:00,B
4168,Chicken Satay,1,11,2020-01-02 14:17:00,A
4169,Pad See Ew,1,13,2020-01-02 14:51:00,A
4170,Pad Ma Keur,1,15,2020-01-02 14:56:00,A
4171,Basil Fried Rice,2,13,2020-01-02 14:42:00,B
4172,Pumpkin Curry,4,16,2020-01-02 14:17:00,B
4173,Pumpkin Curry,1,16,2020-01-02 14:54:00,B
4174,Bar-B-Q Chicken,1,20,2020-01-02 14:54:00,A
4175,Thai Beef Noodle Soup,1,13,2020-01-02 14:27:00,A
4176,Thai Beef Noodle Soup,1,13,2020-01-02 14:48:00,B
4177,Grilled Salmon,1,22,2020-01-02 14:17:00,A
4178,Tom Kha Gai,1,13,2020-01-02 14:08:00,A
4179,Yellow Curry,1,14,2020-01-02 14:56:00,B
4180,Pad Kee Mao,1,13,2020-01-02 14:04:00,B
4181,Yellow Curry,2,14,2020-01-02 14:33:00,B
4182,MyThai Salad,3,13,2020-01-02 14:26:00,B
4183,Vegan Fresh Rolls,1,10,2020-01-02 14:35:00,A
4184,Pad Kee Mao,1,13,2020-01-02 14:31:00,B
4185,Pad Ma Keur,1,15,2020-01-02 14:26:00,A
4186,Won Ton Soup,1,12,2020-01-02 14:16:00,B
4187,Larb Gai,1,12,2020-01-02 14:50:00,B
4188,Chicken Satay,1,11,2020-01-02 14:38:00,A
4189,Red Curry,1,14,2020-01-02 14:28:00,B
4190,Yellow Curry,3,14,2020-01-02 14:00:00,A
4191,Won Ton Soup,1,12,2020-01-02 14:37:00,B
4192,Pra Ram,1,15,2020-01-02 14:21:00,B
4193,Red Curry,2,14,2020-01-02 14:37:00,B
4194,Pra Ram,1,15,2020-01-02 14:28:00,A
4195,Pumpkin Curry,2,16,2020-01-02 14:49:00,B
4196,Red Curry,1,14,2020-01-02 14:31:00,A
4197,Yellow Curry,1,14,2020-01-02 17:43:00,B
4198,Chicken Satay,1,11,2020-01-02 17:20:00,B
4198,Pumpkin Curry,1,16,2020-01-02 17:20:00,B
4199,Red Curry,1,14,2020-01-02 17:02:00,A
4200,Red Curry,2,14,2020-01-02 17:27:00,A
4201,Pad See Ew,1,13,2020-01-02 17:40:00,B
4202,Pad Hi Ma Parn,1,15,2020-01-02 17:53:00,B
4203,Yellow Curry,2,14,2020-01-02 17:09:00,A
4204,Yum Woonsen,2,13,2020-01-02 17:25:00,A
4205,Won Ton Soup,1,12,2020-01-02 17:21:00,A
4206,Chicken Satay,3,11,2020-01-02 17:54:00,B
4207,Egg Rolls,3,10,2020-01-02 17:57:00,B
4208,Pad Khing,1,15,2020-01-02 17:04:00,B
4209,Thai Beef Noodle Soup,1,13,2020-01-02 17:51:00,B
4210,Won Ton Soup,1,12,2020-01-02 17:10:00,A
4211,Pra Ram,2,15,2020-01-02 17:15:00,B
4212,Pumpkin Curry,2,16,2020-01-02 17:48:00,B
4213,Thai Streetfood Noodle,1,13,2020-01-02 17:48:00,A
4214,Red Curry,1,14,2020-01-02 17:53:00,A
4215,Yellow Curry,1,14,2020-01-02 17:41:00,B
4216,Pad Ka Nar,2,15,2020-01-02 18:50:00,B
4217,Sticky Rice with Mango,1,6.5,2020-01-02 18:18:00,A
4217,Thai Fried Rice,1,13,2020-01-02 18:18:00,A
4218,Basil Fried Rice,1,13,2020-01-02 18:11:00,B
4219,Tom Yum Goong,1,16,2020-01-02 18:05:00,A
4220,Sticky Rice with Mango,1,6.5,2020-01-02 18:28:00,A
4221,Tom Yum Gai,2,12,2020-01-02 18:39:00,A
4222,Tom Yum Goong,1,16,2020-01-02 18:27:00,B
4223,Chicken Satay,1,11,2020-01-02 18:09:00,B
4224,Thai Streetfood Noodle,1,13,2020-01-02 18:36:00,B
4225,Thai Streetfood Noodle,1,13,2020-01-02 18:14:00,A
4226,Tom Yum Goong,1,16,2020-01-02 18:12:00,B
4227,Samosa,1,10,2020-01-02 18:03:00,B
4228,Tom Yum Goong,1,16,2020-01-02 18:09:00,A
4229,Won Ton Soup,1,12,2020-01-02 18:44:00,A
4230,Yellow Curry,1,14,2020-01-02 18:40:00,A
4231,Vegan Fresh Rolls,3,10,2020-01-02 18:17:00,A
4231,Sticky Rice with Mango,1,6.5,2020-01-02 18:17:00,A
4232,Thai Fried Rice,1,13,2020-01-02 18:09:00,B
4233,Pad Ka Nar,1,15,2020-01-02 18:57:00,B
4234,Red Curry,1,14,2020-01-02 18:39:00,B
4235,Yum Woonsen,1,13,2020-01-02 18:22:00,A
4236,Green Mango Salad,1,15,2020-01-02 18:24:00,B
4237,Green Curry,1,14,2020-01-02 18:25:00,B
4238,Pad Prig Khing,1,15,2020-01-02 18:55:00,B
4239,Thai Streetfood Noodle,1,13,2020-01-02 19:20:00,B
4240,Green Mango Salad,1,15,2020-01-02 19:05:00,A
4241,Pad Kee Mao,1,13,2020-01-02 19:51:00,A
4242,Chicken Satay,1,11,2020-01-02 19:40:00,B
4243,Basil Fried Rice,2,13,2020-01-02 19:02:00,B
4244,Tom Kha Gai,4,13,2020-01-02 19:40:00,A
4245,Green Curry,2,14,2020-01-02 19:21:00,B
4246,Pad Ma Keur,1,15,2020-01-02 19:38:00,B
4247,Thai Fried Rice,6,13,2020-01-02 19:17:00,A
4248,Pad Thai,2,13,2020-01-02 19:05:00,A
4249,Sticky Rice with Mango,4,6.5,2020-01-02 19:00:00,A
4250,Grilled Salmon,2,22,2020-01-02 19:51:00,B
4251,Yum Woonsen,1,13,2020-01-02 19:14:00,A
4252,Thai Fried Rice,1,13,2020-01-02 19:21:00,A
4253,Green Curry,1,14,2020-01-02 19:41:00,A
4254,Thai Fried Rice,1,13,2020-01-02 19:09:00,B
4255,Basil Fried Rice,3,13,2020-01-02 19:18:00,B
4256,Yellow Curry,1,14,2020-01-02 19:22:00,A
4257,Vegan Fresh Rolls,1,10,2020-01-02 19:53:00,A
4258,Won Ton Soup,2,12,2020-01-02 19:11:00,A
4259,Yellow Curry,2,14,2020-01-02 19:10:00,B
4260,Grilled Salmon,2,22,2020-01-02 19:22:00,B
4261,Sticky Rice with Mango,1,6.5,2020-01-02 19:39:00,A
4262,Thai Fried Rice,1,13,2020-01-02 19:40:00,B
4263,Won Ton Soup,1,12,2020-01-02 19:12:00,A
4264,Pad See Ew,3,13,2020-01-02 19:01:00,B
4265,Red Curry,1,14,2020-01-02 20:57:00,B
4266,MyThai Salad,2,13,2020-01-02 20:30:00,B
4267,Yellow Curry,1,14,2020-01-02 20:03:00,B
4268,Yum Nua,2,12,2020-01-02 20:15:00,A
4269,Samosa,2,10,2020-01-02 20:17:00,B
4270,Tom Yum Gai,2,12,2020-01-02 20:01:00,B
4271,Pad Khing,1,15,2020-01-02 20:27:00,A
4272,Basil Fried Rice,1,13,2020-01-02 20:32:00,B
4273,Bar-B-Q Chicken,1,20,2020-01-02 20:08:00,A
4274,Pad Thai,1,13,2020-01-02 20:13:00,B
4275,Red Curry,1,14,2020-01-02 20:03:00,A
4276,Sriracha Wings,1,11,2020-01-02 20:37:00,A
4277,Thai Fried Rice,3,13,2020-01-02 20:58:00,A
4278,Grilled Thai Steak,1,20,2020-01-02 20:18:00,A
4279,Pumpkin Curry,1,16,2020-01-02 20:01:00,B
4280,Thai Fried Rice,1,13,2020-01-02 20:51:00,B
4281,Thai Fried Rice,2,13,2020-01-02 20:21:00,A
4282,Red Curry,1,14,2020-01-02 20:35:00,A
4283,Won Ton Soup,1,12,2020-01-02 20:40:00,A
4284,Yellow Curry,1,14,2020-01-02 20:00:00,A
4285,Thai Beef Noodle Soup,1,13,2020-01-02 20:20:00,B
4286,Green Curry,1,14,2020-01-03 11:30:00,B
4287,Pumpkin Curry,3,16,2020-01-03 11:01:00,A
4288,Vegan Fresh Rolls,1,10,2020-01-03 11:49:00,B
4289,Green Curry,1,14,2020-01-03 11:42:00,A
4290,Basil Fried Rice,1,13,2020-01-03 11:48:00,A
4291,Tom Kha Gai,1,13,2020-01-03 11:23:00,A
4292,Pad Thai,1,13,2020-01-03 11:23:00,B
4293,Yellow Curry,3,14,2020-01-03 11:25:00,B
4294,Thai Streetfood Noodle,1,13,2020-01-03 11:20:00,A
4295,Sticky Rice with Mango,2,6.5,2020-01-03 12:53:00,A
4295,Red Curry,2,14,2020-01-03 12:53:00,A
4296,Pad Kee Mao,9,13,2020-01-03 12:06:00,B
4297,Yellow Curry,1,14,2020-01-03 12:58:00,B
4298,Thai Fried Rice,2,13,2020-01-03 12:39:00,B
4299,Grilled Thai Steak,1,20,2020-01-03 12:17:00,B
4300,Pad Thai,2,13,2020-01-03 12:23:00,A
4301,Shrimp Rolls,1,12,2020-01-03 12:54:00,B
4302,Thai Streetfood Noodle,1,13,2020-01-03 12:33:00,A
4303,Tom Kha Gai,2,13,2020-01-03 12:06:00,B
4304,Pad Khing,1,15,2020-01-03 12:58:00,B
4305,Tom Yum Goong,4,16,2020-01-03 12:06:00,B
4306,Egg Rolls,1,10,2020-01-03 12:04:00,A
4307,Red Curry,1,14,2020-01-03 12:13:00,A
4308,MyThai Salad,1,13,2020-01-03 12:02:00,A
4309,Sticky Rice with Mango,1,6.5,2020-01-03 12:08:00,B
4309,Yellow Curry,1,14,2020-01-03 12:08:00,B
4310,Thai Streetfood Noodle,2,13,2020-01-03 12:57:00,A
4311,Tom Yum Gai,1,12,2020-01-03 12:15:00,B
4312,Pad Ka Nar,1,15,2020-01-03 12:14:00,A
4313,Yellow Curry,3,14,2020-01-03 12:16:00,A
4314,Pad Thai,1,13,2020-01-03 12:01:00,A
4315,Sticky Rice with Mango,1,6.5,2020-01-03 12:50:00,A
4315,Sticky Rice with Mango,1,6.5,2020-01-03 12:50:00,A
4316,Yellow Curry,1,14,2020-01-03 12:18:00,B
4317,Won Ton Soup,2,12,2020-01-03 12:08:00,A
4318,Sticky Rice with Mango,1,6.5,2020-01-03 12:48:00,B
4318,Won Ton Soup,1,12,2020-01-03 12:48:00,B
4319,Won Ton Soup,1,12,2020-01-03 12:47:00,B
4320,Pad Khing,1,15,2020-01-03 12:04:00,A
4321,Sticky Rice with Mango,1,6.5,2020-01-03 13:48:00,A
4322,Red Curry,2,14,2020-01-03 13:52:00,A
4323,Pad See Ew,3,13,2020-01-03 13:46:00,B
4324,Green Curry,1,14,2020-01-03 13:54:00,B
4325,Red Curry,2,14,2020-01-03 13:50:00,A
4326,Tom Kha Gai,1,13,2020-01-03 13:06:00,A
4327,Tom Yum Goong,1,16,2020-01-03 13:03:00,A
4328,Yellow Curry,1,14,2020-01-03 13:10:00,B
